url	property_type	city	price	bedroom_number	online	living_area	plot_surface	kitchen	terrace_surface	furnished	garden_surface	swimming_pool	frontage_number	building_condition	fireplace_number
https://www.immoweb.be/en/classified/house/for-sale/gijzegem/9308/9644768	house	Gijzegem	280000.0	4	False	240.0	550.0	1	0.0	False	0.0	False	3	0	0
https://www.immoweb.be/en/classified/house/for-sale/ben-ahin/4500/9696105	house	Ben-ahin	199000.0	2	False	119.0	1154.0	1	0.0	False	1044.0	False	4	1	0
https://www.immoweb.be/en/classified/bungalow/for-sale/bekkevoort/3460/9672515	bungalow	Bekkevoort	449000.0	3	False	170.0	2201.0	3	80.0	False	1500.0	False	4	just renovated	0
https://www.immoweb.be/en/classified/mansion/for-sale/schaerbeek/1030/9704149	mansion	Schaerbeek	950000.0	6	False	310.0	65.0	1	0.0	False	65.0	False	2	0	0
https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/9686551	house	Kontich	369000.0	3	False	150.0	200.0	3	0.0	False	85.0	False	2	2	0
https://www.immoweb.be/en/classified/house/for-sale/nothomb/6717/9705871	house	Nothomb	579000.0	4	False	180.0	830.0	1	2.0	False	0.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/9639609	house	Poperinge	249000.0	4	False	145.0	409.0	3	0.0	False	230.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/gosselies/6041/9689493	house	Gosselies	59000.0	1	False	54.0	0.0	0	0.0	False	0.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/9667100	house	Mouscron	279000.0	3	False	131.0	274.0	3	16.0	False	110.0	False	3	2	0
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/9705022	house	Oupeye	299000.0	4	False	200.0	480.0	2	60.0	False	160.0	False	4	1	0
https://www.immoweb.be/en/classified/town-house/for-sale/charleroi-mont-sur-marchienne/6032/9697987	town-house	Charleroi-mont-sur-marchienne	239000.0	2	False	170.0	650.0	1	0.0	False	580.0	False	3	2	0
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/9690840	house	Sint-truiden	320000.0	3	False	140.0	2498.0	1	0.0	False	0.0	False	3	1	0
https://www.immoweb.be/en/classified/villa/for-sale/waasmunster/9250/9692144	villa	Waasmunster	499000.0	4	False	274.0	1815.0	1	0.0	False	0.0	False	4	1	0
https://www.immoweb.be/en/classified/house/for-sale/aalst-erembodegem/9320/9670042	house	Aalst-erembodegem	274000.0	3	False	140.0	70.0	3	0.0	False	0.0	False	2	1	0
https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/9680390	house	Braine-le-comte	330116.0	3	False	140.0	0.0	3	0.0	False	0.0	False	0	2	0
https://www.immoweb.be/en/classified/villa/for-sale/wielsbeke/8710/9687790	villa	Wielsbeke	580000.0	6	False	305.0	1519.0	1	0.0	False	0.0	False	4	0	0
https://www.immoweb.be/en/classified/house/for-sale/olen/2250/9685904	house	Olen	325000.0	3	False	239.0	424.0	2	0.0	False	0.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/geel/2440/9689542	house	Geel	749000.0	4	False	255.0	1665.0	1	0.0	False	0.0	False	4	1	0
https://www.immoweb.be/en/classified/house/for-sale/nieuwpoort/8620/9685152	house	Nieuwpoort	290000.0	3	False	110.0	300.0	1	34.0	False	239.0	False	2	just renovated	0
https://www.immoweb.be/en/classified/mansion/for-sale/edegem/2650/9693508	mansion	Edegem	625000.0	4	False	218.0	180.0	3	0.0	False	0.0	False	2	2	0
https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/9685064	house	Wilrijk	474000.0	6	False	273.0	203.0	1	0.0	False	74.0	False	2	0	0
https://www.immoweb.be/en/classified/villa/for-sale/herzele-(steenhuize-wijnhuize)/9550/9691117	villa	Herzele-(steenhuize-wijnhuize)	420000.0	3	False	150.0	1142.0	1	36.0	False	1000.0	False	3	1	0
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/morlanwelz/7140/9671776	mixed-use-building	Morlanwelz	289000.0	3	False	425.0	450.0	3	8.0	False	120.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/villers-le-peuplier/4280/9692431	house	Villers-le-peuplier	195000.0	2	False	125.0	1080.0	1	0.0	False	999.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/seneffe/7180/9631669	house	Seneffe	279000.0	4	False	166.0	475.0	1	0.0	False	0.0	False	3	2	0
https://www.immoweb.be/en/classified/house/for-sale/antwerp/2600/9680719	house	Antwerp	599000.0	4	False	240.0	228.0	0	0.0	False	105.0	False	2	0	0
https://www.immoweb.be/en/classified/house/for-sale/heule/8501/9625165	house	Heule	162000.0	2	False	160.0	195.0	1	0.0	False	95.0	False	2	1	0
https://www.immoweb.be/en/classified/house/for-sale/pittem/8740/9681869	house	Pittem	255000.0	3	False	160.0	192.0	1	0.0	False	0.0	False	3	1	0
